user_id,stage_index,character_health,character_attack,event_date
13357580,10,4.81120024964911e+41,8.28951252803601e+100,2023-10-29
13357580,10,4.81120024964911e+41,8.28951252803601e+100,2023-10-29
12465913,10,6.71306366272628e+96,2.56026218657738e+96,2023-10-03
12465913,10,6.71306366272628e+96,2.56026218657738e+96,2023-10-03
13357580,11,4.81120024964911e+41,8.28951252803601e+100,2023-10-29
13357580,11,4.81120024964911e+41,8.28951252803601e+100,2023-10-29
12465913,11,6.71306366272628e+96,2.56026218657738e+96,2023-10-03
12465913,11,6.71306366272628e+96,2.56026218657738e+96,2023-10-03
13357580,12,2.55049757663232e+42,3.80900453736173e+101,2023-10-29
13357580,12,2.55049757663232e+42,3.80900453736173e+101,2023-10-29
12465913,12,8.12280594530262e+96,2.81628821686622e+96,2023-10-04
12465913,12,8.12280594530262e+96,2.81628821686622e+96,2023-10-04
13256277,13,4.56172917068157e+31,1.29687845206969e+30,2023-10-25
13256277,13,4.56172917068157e+31,1.29687845206969e+30,2023-10-25
12927055,14,9.44277685481884e+43,1.0515913039325e+43,2023-10-17
12927055,14,9.44277685481884e+43,1.0515913039325e+43,2023-10-17
13256277,15,6.29258431800527e+32,3.27977892408169e+30,2023-10-25
13256277,15,2.94220282525977e+32,1.60836444306955e+30,2023-10-25
13256277,15,6.29258431800527e+32,3.27977892408169e+30,2023-10-25
13256277,15,2.94220282525977e+32,1.60836444306955e+30,2023-10-25
13256277,16,9.70060853388938e+30,2.51735246236623e+30,2023-10-25
13256277,16,9.70060853388938e+30,3943.0,2023-10-25
13256277,16,9.70060853388938e+30,1.60836444306955e+30,2023-10-25
13256277,16,9.70060853388938e+30,2.51735246236623e+30,2023-10-25
13256277,16,9.70060853388938e+30,3943.0,2023-10-25
13256277,16,9.70060853388938e+30,1.60836444306955e+30,2023-10-25
12927055,16,94144554.0,5.60573476064e+92,2023-10-18
12927055,16,94144554.0,5.60573476064e+92,2023-10-18
13256277,17,9.70060853388938e+30,1.60836444306955e+30,2023-10-25
13256277,17,9.70060853388938e+30,1.60836444306955e+30,2023-10-25
12927055,17,27490256.0,5.60573476064e+92,2023-10-18
12927055,17,27490256.0,5.60573476064e+92,2023-10-18
13256277,18,9.70060853388938e+30,1.60836444306955e+30,2023-10-25
13256277,18,9.70060853388938e+30,1.60836444306955e+30,2023-10-25
12927055,18,27490256.0,5.60573476064e+92,2023-10-18
12927055,18,27490256.0,5.60573476064e+92,2023-10-18
13256277,19,1.06706686735651e+31,1.85555335870649e+30,2023-10-25
13256277,19,1.06706686735651e+31,1.85555335870649e+30,2023-10-25
12927055,19,31715223.0,9.40056936003453e+32,2023-10-19
12927055,19,31715223.0,9.40056936003453e+32,2023-10-19
12520806,20,3.21559935103723e+49,1.59429595762548e+49,2023-10-05
12520806,20,3.21559935103723e+49,1.59429595762548e+49,2023-10-05
12520806,21,6.93551035121233e+49,3.12602740280922e+49,2023-10-05
12520806,21,6.93551035121233e+49,3.12602740280922e+49,2023-10-05
12520806,22,6.93551035121233e+49,3.12602740280922e+49,2023-10-05
12520806,22,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,23,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,23,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,23,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,23,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,24,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,24,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,25,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,25,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,26,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
12520806,26,6.93551035121233e+49,3.12602740280922e+49,2023-10-06
13256277,27,1.06706686735651e+31,1.15585531474551e+225,2023-10-25
13256277,27,1.06706686735651e+31,1.15585531474551e+225,2023-10-25
13256277,28,1.06706686735651e+31,1.15585531474551e+225,2023-10-25
13256277,28,1.06706686735651e+31,1.15585531474551e+225,2023-10-25
13256277,29,1.06706686735651e+31,1.15585531474551e+225,2023-10-25
13256277,29,1.06706686735651e+31,1.15585531474551e+225,2023-10-25
13256277,30,1.06706686735651e+31,1.15585531474551e+225,2023-10-25
13256277,30,1.06706686735651e+31,1.15585531474551e+225,2023-10-25
13256277,31,1.23106396576946e+31,1.27144076117909e+225,2023-10-25
13256277,31,1.23106396576946e+31,1.27144076117909e+225,2023-10-25
13256277,32,1.80240027006513e+31,1.86151592040845e+225,2023-10-25
13256277,32,1.80240027006513e+31,1.86151592040845e+225,2023-10-25
13256277,33,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,33,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,34,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,34,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,35,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,35,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,36,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,36,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,37,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,37,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,38,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,38,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,39,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,39,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,40,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13256277,40,3.19306074341955e+31,2.85847045232146e+225,2023-10-25
13083863,41,4.20585167821805e+20,1.04460170503421e+20,2023-10-22
12927055,41,416508901119700.0,2.70891395097731e+64,2023-10-22
13083863,41,4.20585167821805e+20,1.04460170503421e+20,2023-10-22
12927055,41,416508901119700.0,2.70891395097731e+64,2023-10-22
13083863,42,4.20585167821805e+20,1.04460170503421e+20,2023-10-22
12927055,42,458159760587418.0,3.12524589923769e+64,2023-10-22
12927055,42,458159760587418.0,3.12524589923769e+64,2023-10-22
13083863,42,4.20585167821805e+20,1.04460170503421e+20,2023-10-22
13083863,43,4.20585167821805e+20,1.04460170503421e+20,2023-10-22
12927055,43,13757106221015.0,1.12955425126802e+67,2023-10-22
13083863,43,4.20585167821805e+20,1.04460170503421e+20,2023-10-23
12927055,43,13757106221015.0,1.12955425126802e+67,2023-10-22
13435457,44,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
13435457,44,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
12927055,44,13757106221015.0,1.12955425126802e+67,2023-10-22
12927055,44,13757106221015.0,1.12955425126802e+67,2023-10-22
13435457,45,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
13435457,45,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
12927055,45,15132815830950.0,1.30315501179663e+67,2023-10-22
12927055,45,15132815830950.0,1.30315501179663e+67,2023-10-22
12474124,46,2.52526810460997e+23,5.7027030714129e+22,2023-10-06
12474124,46,2.52526810460997e+23,5.7027030714129e+22,2023-10-06
13435457,46,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
13435457,46,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
12927055,46,15132815830950.0,1.30315501179663e+67,2023-10-22
12927055,46,15132815830950.0,1.30315501179663e+67,2023-10-22
12474124,47,2.52526810460997e+23,5.7027030714129e+22,2023-10-06
12474124,47,2.52526810460997e+23,5.7027030714129e+22,2023-10-06
12474124,47,2.52526810460997e+23,5.7027030714129e+22,2023-10-06
13435457,47,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
13435457,47,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
12927055,47,15132815830950.0,1.30315501179663e+67,2023-10-22
12927055,47,15132815830950.0,1.30315501179663e+67,2023-10-22
12927055,48,4.59643750958324e+67,2.60633587656286e+151,2023-10-23
12927055,48,4.59643750958324e+67,2.60633587656286e+151,2023-10-23
12927055,49,4.59643750958324e+67,1.30315501179663e+67,2023-10-23
12927055,49,4.59643750958324e+67,1.30315501179663e+67,2023-10-23
12927055,50,5.05608092236298e+67,1.50343640676335e+67,2023-10-23
12474124,51,2.52526810460997e+23,6.11011225527601e+22,2023-10-07
12474124,51,2.52526810460997e+23,6.11011225527601e+22,2023-10-06
12474124,51,2.52526810460997e+23,6.11011225527601e+22,2023-10-07
13435457,51,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
13435457,51,3.26860730160332e+23,5.15005834234775e+22,2023-11-06
13435457,52,8.31215316192945e+27,3.44128105295759e+27,2023-11-06
13435457,52,8.31215316192945e+27,3.44128105295759e+27,2023-11-06
13435457,53,8.31215316192945e+27,3.44128105295759e+27,2023-11-06
13435457,53,8.31215316192945e+27,3.44128105295759e+27,2023-11-06
13435457,54,9.58964479982229e+27,1.29637086525384e+28,2023-11-06
13435457,54,9.58964479982229e+27,1.29637086525384e+28,2023-11-06
13435457,55,9.58964479982229e+27,1.29637086525384e+28,2023-11-06
13435457,55,9.58964479982229e+27,1.29637086525384e+28,2023-11-06
13435457,56,9.58964479982229e+27,1.29637086525384e+28,2023-11-06
13435457,56,9.58964479982229e+27,1.29637086525384e+28,2023-11-06
13435457,58,1.29755098191304e+29,4.88358083637086e+28,2023-11-08
13435457,58,1.29755098191304e+29,4.88358083637086e+28,2023-11-08
13435457,59,1.89974388435744e+29,7.15004878959157e+28,2023-11-12
13435457,59,1.89974388435744e+29,7.15004878959157e+28,2023-11-12
12474124,61,2.91337559303453e+23,7.2012895793874e+22,2023-10-14
12474124,61,2.91337559303453e+23,7.2012895793874e+22,2023-10-14
12474124,61,2.91337559303453e+23,7.2012895793874e+22,2023-10-14
12474124,61,2.91337559303453e+23,7.2012895793874e+22,2023-10-14
12474124,62,2.91337559303453e+23,7.2012895793874e+22,2023-10-14
12474124,62,2.91337559303453e+23,7.2012895793874e+22,2023-10-14
13357580,9,4.81120024964911e+41,8.28951252803601e+100,2023-10-29
13357580,9,4.81120024964911e+41,8.28951252803601e+100,2023-10-29
12465913,9,5.14936100628291e+96,1.96388935541065e+96,2023-10-03
12465913,9,5.14936100628291e+96,1.96388935541065e+96,2023-10-03
12465913,9,5.14936100628291e+96,1.96388935541065e+96,2023-10-03